o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
432327,12001,F,134087.91,1994-02-12,1-URGENT,"Clerk#000000071",0,ic asymptotes boost ironic courts. regular requests haggle sl
432352,2932,O,9806.49,1997-02-24,4-NOT SPECIFIED,"Clerk#000000412",0," unusual, final packages boost fluffil"
432353,1037,F,339412.05,1993-04-11,4-NOT SPECIFIED,"Clerk#000000750",0,. unusual theodolites sublate slyly alongside
432354,1319,F,167718.54,1992-02-12,2-HIGH,"Clerk#000000836",0,oxes sleep quickly unusual dolphins. regular inst
432355,2726,F,12199.46,1992-07-29,2-HIGH,"Clerk#000000587",0,ccounts. theodolites boost. final dependencies haggle blithely. regular
432356,11270,F,185541.88,1993-05-15,2-HIGH,"Clerk#000000350",0,ular pinto beans wake blithely regular fo
432357,7126,F,226243.13,1994-03-12,3-MEDIUM,"Clerk#000000599",0,across the slyly regular deposits. special requests use slyly
432358,12131,P,299161.57,1995-04-08,2-HIGH,"Clerk#000000764",0,egrate quickly after the platelets? carefully regula
432359,8293,F,172419.42,1993-12-09,5-LOW,"Clerk#000000426",0,at quickly along the carefully ironic foxes. blithely pending de
432384,5861,O,40365.01,1996-09-01,1-URGENT,"Clerk#000000208",0,ake alongside of the quiet pinto
432385,11897,O,135963.94,1996-06-26,1-URGENT,"Clerk#000000588",0,deposits cajole carefully. excuses u
432386,5842,O,148519.45,1998-02-01,5-LOW,"Clerk#000000551",0,otes above the silent packages sleep quickly blithely expr
432387,2587,O,215986.10,1997-01-13,4-NOT SPECIFIED,"Clerk#000000045",0,to the even platele
432388,12067,F,277057.41,1994-06-01,5-LOW,"Clerk#000000326",0,nt slyly. furiously even requests must haggle. ironic
432389,6677,F,206162.78,1992-04-29,5-LOW,"Clerk#000000468",0,. slyly ironic requests along the furiousl
432390,5116,O,80499.48,1996-08-16,5-LOW,"Clerk#000000126",0,ronic requests. ironic requests dazzle fluffi
432391,12694,F,170751.76,1992-09-10,1-URGENT,"Clerk#000000822",0,eposits sleep around the furiously pending dep
432416,12898,F,264284.23,1995-02-11,4-NOT SPECIFIED,"Clerk#000000152",0, requests. silent packages maintain since the 
432417,11831,O,294054.42,1996-02-27,5-LOW,"Clerk#000000761",0,"use carefully regular warthogs; express, final asymptotes after t"
432418,12227,O,104959.30,1997-05-26,2-HIGH,"Clerk#000000157",0,ely pending packages. carefully sly asymptote
432419,2731,F,117165.51,1993-04-14,2-HIGH,"Clerk#000000131",0,unts sleep carefully ironic theodolites; furiously special foxes wake s
432420,13352,O,237412.34,1997-08-01,3-MEDIUM,"Clerk#000000425",0,out the final pinto beans? furiously bold accounts are
432421,13522,F,130653.36,1994-01-04,5-LOW,"Clerk#000000276",0,uriously. slyly regular requests impress slyly about the quickly unus
432422,10663,F,110017.81,1992-04-05,2-HIGH,"Clerk#000000980",0,n accounts. carefully fin
432423,6232,F,115601.69,1992-03-25,5-LOW,"Clerk#000000399",0,o beans nag. slyly final platelets hag
432448,8423,F,148218.04,1992-08-20,3-MEDIUM,"Clerk#000000133",0,ct blithely express foxes? bold dependencies about the quickly unu
432449,436,O,123973.79,1997-06-09,1-URGENT,"Clerk#000000967",0,xes. furiously ironic i
432450,12332,F,102604.19,1992-08-19,3-MEDIUM,"Clerk#000000943",0,cross the asymptotes. blithely bold courts wake blithely furious accounts. ev
432451,14539,F,173183.72,1993-01-23,2-HIGH,"Clerk#000000553",0,quickly ironic instructions. slyly un
432452,3083,F,291266.02,1994-04-12,2-HIGH,"Clerk#000000505",0,ans. furiously silent de
432453,6700,O,37347.49,1996-09-06,1-URGENT,"Clerk#000000995",0,yly regular pearls nag carefully. regular ideas boost 
432454,3736,F,29812.64,1993-12-14,1-URGENT,"Clerk#000000949",0,uriously regular instructi
432455,14782,F,145669.20,1993-11-09,2-HIGH,"Clerk#000000838",0,nto beans about the quickly express accounts integrate blithe
432480,14690,F,271410.79,1995-01-21,3-MEDIUM,"Clerk#000000410",0, carefully final foxes. slyly express frays across the 
432481,2245,O,136863.11,1997-10-21,2-HIGH,"Clerk#000000084",0,foxes run furiously around the pending packa
432482,8569,O,138420.58,1997-02-07,5-LOW,"Clerk#000000276",0,"ously. special, bold ideas boost. express sentiments use quickly before the"
432483,9787,F,256091.19,1993-11-16,5-LOW,"Clerk#000000375",0,s the furiously final packages wake evenly above t
432484,55,O,60886.44,1998-01-19,5-LOW,"Clerk#000000095",0, wake slyly across the blithely even foxe
432485,2032,O,137164.69,1998-03-14,1-URGENT,"Clerk#000000372",0,sits use. slyly final theodolites above the blithe
432486,12424,O,109914.21,1996-12-15,4-NOT SPECIFIED,"Clerk#000000797",0,"lar Tiresias. blithely regular excuses wake. unusual, even foxes e"
432487,7924,F,127584.78,1992-10-18,1-URGENT,"Clerk#000000120",0,eposits. carefully unusual deposits unti
432512,6793,F,232106.24,1993-05-28,3-MEDIUM,"Clerk#000000380",0,ets. ironic accounts nag slyly: special sentiments play s
432513,9424,O,9552.67,1996-05-29,1-URGENT,"Clerk#000000656",0,ar ideas serve thinly final deposits. regu
432514,307,F,142863.09,1993-04-22,2-HIGH,"Clerk#000000899",0,r ideas. furiously pending depths after the blithely ironi
432515,5596,F,154374.13,1994-04-16,3-MEDIUM,"Clerk#000000201",0,final asymptotes. furiously regular accounts use above the blithely regular 
432516,14635,O,71507.10,1997-05-11,5-LOW,"Clerk#000000821",0,ronic requests x-ray carefully among the bold packages. s
432517,1483,O,10315.65,1996-07-03,5-LOW,"Clerk#000000958",0, special deposits cajole carefully quickly express i
432518,12637,F,287262.85,1993-03-06,1-URGENT,"Clerk#000000976",0,sly blithely even p
432519,838,O,218581.00,1998-07-12,2-HIGH,"Clerk#000000262",0,ly regular deposits about the ruthlessly regular asymptotes cajole furiously a
432544,12163,O,37386.06,1997-06-26,4-NOT SPECIFIED,"Clerk#000000953",0,ades. furiously regular deposits after the c
432545,10762,F,84647.88,1993-01-02,1-URGENT,"Clerk#000000881",0,y blithely regular asymptotes. iron
432546,12472,F,193027.03,1992-07-24,4-NOT SPECIFIED,"Clerk#000000157",0,e carefully even accounts. ca
432547,10366,F,47564.73,1993-08-25,5-LOW,"Clerk#000000101",0, hinder blithely carefully unusu
432548,7811,F,191511.05,1993-05-08,5-LOW,"Clerk#000000426",0, even deposits wake stealthily.
432549,13853,F,148768.48,1993-07-08,4-NOT SPECIFIED,"Clerk#000000688",0,oxes cajole carefully carefully final forges. carefully ev
432550,1684,F,13852.81,1992-05-31,3-MEDIUM,"Clerk#000000832",0,ess requests. packages alongside of the express p
432551,14045,F,184912.57,1994-02-05,3-MEDIUM,"Clerk#000000761",0,y ironic deposits. carefully final asymptotes nag 
432576,11984,F,302673.99,1993-04-22,5-LOW,"Clerk#000000593",0,r foxes cajole furiously. fluffily 
432577,1163,O,303914.35,1997-12-02,4-NOT SPECIFIED,"Clerk#000000420",0,cies boost furiously against 
432578,85,F,155571.44,1993-03-28,4-NOT SPECIFIED,"Clerk#000000327",0,lithely ruthless frets. final asymptotes kindle blithely along the quickly sp
432579,6473,O,241778.91,1996-03-14,2-HIGH,"Clerk#000000404",0,fully regular deposits doze fluffily along the regu
432580,1700,O,301245.24,1998-02-24,1-URGENT,"Clerk#000000280",0,endencies haggle against t
432581,742,O,1809.70,1997-10-23,5-LOW,"Clerk#000000164",0, blithely final requests. blithely regular Tiresias nod slyly above the brave
432582,10555,O,72637.71,1996-03-15,1-URGENT,"Clerk#000000883",0,dly among the unusual theodolites. blithely 
432583,7882,O,44503.24,1995-04-14,5-LOW,"Clerk#000000715",0,c deposits. carefully final foxes believ
432608,1303,O,324765.85,1997-05-27,1-URGENT,"Clerk#000000712",0,y carefully special accounts. sl
432609,6241,O,10728.77,1996-07-09,2-HIGH,"Clerk#000000604",0, theodolites nag quickly final accounts. carefully pending requests affix flu
432610,11803,O,52784.67,1995-06-29,4-NOT SPECIFIED,"Clerk#000000095",0,"ss packages. ironic, final packages engage fluffily aft"
432611,4594,O,226571.51,1997-06-19,3-MEDIUM,"Clerk#000000400",0,fully special packages inside th
432612,4652,P,281306.25,1995-02-28,5-LOW,"Clerk#000000184",0,l pinto beans. asymptotes are fluffily carefully iro
432613,5614,O,78247.29,1995-05-25,5-LOW,"Clerk#000000568",0,"ccounts haggle alongside of the thin, even instructions. bold"
432614,5815,F,245875.38,1994-05-06,4-NOT SPECIFIED,"Clerk#000000229",0,y even packages detect according to the slyly bold packages. fu
432615,13180,O,87698.17,1996-12-24,1-URGENT,"Clerk#000000722",0, wake slyly quickly final attainments. slyly final
432640,2539,F,28999.36,1994-11-04,3-MEDIUM,"Clerk#000000712",0,re blithely. ironic deposits snooze quickly unu
432641,461,O,251951.64,1996-08-08,4-NOT SPECIFIED,"Clerk#000000733",0, regular accounts. furiously pending requests cajole. blithel
432642,550,F,217534.03,1992-02-15,5-LOW,"Clerk#000000876",0,e furiously sly accounts. carefully close deposits a
432643,12763,F,167541.26,1994-01-20,3-MEDIUM,"Clerk#000000741",0,. slyly even accounts haggle blithely according to the unusual de
432644,3593,O,148764.71,1996-05-12,3-MEDIUM,"Clerk#000000387",0,cuses. deposits maintain furiously 
432645,9128,O,86764.87,1995-07-16,2-HIGH,"Clerk#000000901",0,"sly final foxes detect bold, unusual f"
432646,2573,F,136471.27,1992-02-27,5-LOW,"Clerk#000000396",0,egularly regular theodolites. 
432647,6415,F,183071.10,1992-02-22,4-NOT SPECIFIED,"Clerk#000000865",0,hely slyly pending Tiresias. blithel
432672,11063,O,44930.50,1995-09-03,5-LOW,"Clerk#000000009",0,"y theodolites: final, bold deposits use quickly. blit"
432673,8155,O,139175.54,1996-08-03,3-MEDIUM,"Clerk#000000626",0,"g ideas; silent, express realms boost f"
432674,3460,F,51335.31,1994-11-01,3-MEDIUM,"Clerk#000000116",0,ackages are blithely around the furiously regular instru
432675,7399,O,103869.92,1997-05-18,2-HIGH,"Clerk#000000625",0,ld deposits. ironic asymptotes are fur
432676,11552,F,165444.94,1995-02-07,1-URGENT,"Clerk#000000844",0,ously ironic instructions cajole slyly special accounts? special pack
432677,5408,F,231882.60,1993-09-14,4-NOT SPECIFIED,"Clerk#000000311",0,ns boost after the regular theodolites. instructions 
432678,6313,O,190657.15,1997-10-28,3-MEDIUM,"Clerk#000000845",0,nal requests. blithely even pinto beans beneath the carefully regu
432679,1951,F,208377.71,1994-07-21,5-LOW,"Clerk#000000628",0, thin accounts. ironic gifts boost fluffily. special requests wake abo
432704,14426,O,173689.69,1996-12-10,3-MEDIUM,"Clerk#000000092",0,cajole. pains haggle furiously about the furiously 
432705,10000,F,324281.21,1992-12-05,3-MEDIUM,"Clerk#000000217",0,furiously final warhorses. final accou
432706,2420,O,153800.33,1997-09-15,3-MEDIUM,"Clerk#000000966",0,yly pending foxes mold after the furiously ironic pains. furiously un
432707,12175,F,105449.43,1993-03-04,5-LOW,"Clerk#000000953",0,eposits along the carefully even ideas detect furiously slyly ironic r
432708,2525,F,180482.15,1992-05-28,1-URGENT,"Clerk#000000373",0,ar pinto beans after the quickly bold instructions nag boldly furiously
432709,7640,F,85019.76,1993-02-26,3-MEDIUM,"Clerk#000000466",0,he fluffily ironic requests. carefully special 
432710,9967,O,91188.73,1998-03-11,1-URGENT,"Clerk#000000877",0,dencies according to the quickly unusual requests sleep c
432711,3956,P,172489.54,1995-04-03,1-URGENT,"Clerk#000000325",0,"dolites impress at the slyly express accounts. express, "
432736,1874,O,187220.10,1998-07-19,2-HIGH,"Clerk#000000559",0,olites nag. fluffily express theodolites haggle slyly at the quickly s
432737,14519,O,133309.10,1996-07-29,2-HIGH,"Clerk#000000432",0,ay blithely. regular theodolites hang blithely according to the quickly i
432738,14011,F,53651.83,1992-05-02,1-URGENT,"Clerk#000000995",0,"y regular asymptotes integrate bold deposits. silent, s"
432739,9058,F,167612.40,1994-09-09,4-NOT SPECIFIED,"Clerk#000000896",0,egular packages haggle caref
432740,9808,O,144815.78,1996-05-02,5-LOW,"Clerk#000000983",0,e blithely ironic frays. dugouts sleep slyly
432741,4885,F,230369.18,1992-12-02,2-HIGH,"Clerk#000000249",0,efully according to the c
432742,8785,F,218497.76,1994-09-02,2-HIGH,"Clerk#000000394",0,"lly slyly final deposits. packages after the express, ironic dep"
432743,7547,F,126744.10,1992-09-17,4-NOT SPECIFIED,"Clerk#000000248",0,tes cajole fluffily slyly even d
432768,12491,F,216572.75,1993-07-07,5-LOW,"Clerk#000000768",0,es poach alongside of the blithely pending deposits. somas 
432769,4003,F,50949.16,1992-07-18,5-LOW,"Clerk#000000076",0,ckages use blithely quickly fluffy deposits. quickly
432770,4798,O,50063.45,1995-04-27,5-LOW,"Clerk#000000020",0,ies. accounts believe before the express deposits. quic
432771,14194,F,202701.18,1994-04-25,2-HIGH,"Clerk#000000474",0,ideas haggle blithely slyly special accounts. quickly even ideas 
432772,14165,F,154451.19,1992-01-24,5-LOW,"Clerk#000000950",0, wake carefully alongside of the furiously final orbits. blithely express excu
432773,11777,O,188585.99,1997-03-16,4-NOT SPECIFIED,"Clerk#000000638",0," beans. fluffily bold instructions detect. bold,"
432774,14467,O,49531.57,1998-02-15,1-URGENT,"Clerk#000000653",0,hlessly bold waters detect carefully behind the furiously special
432775,3371,O,230379.20,1996-04-07,3-MEDIUM,"Clerk#000000860",0,riously even warhors
432800,4591,F,56595.75,1992-07-01,1-URGENT,"Clerk#000000649",0,nst the even ideas: final pinto beans are f
432801,14626,O,112753.92,1998-07-15,3-MEDIUM,"Clerk#000000928",0,"usily special requests. express, regular asymptotes boost "
432802,4288,O,89689.42,1995-09-26,5-LOW,"Clerk#000000363",0,uffily regular courts around the regular
432803,91,F,14404.22,1993-01-07,2-HIGH,"Clerk#000000943",0,y unusual grouches affix slyly fox
432804,12898,F,129779.54,1993-09-12,1-URGENT,"Clerk#000000913",0,sly along the dependencies. ironic accounts
432805,13010,P,122849.04,1995-04-17,1-URGENT,"Clerk#000000537",0,y blithe requests was slowly about
432806,3656,F,86972.51,1994-07-18,4-NOT SPECIFIED,"Clerk#000000559",0, after the slyly regular requests: r
432807,14897,F,78248.84,1993-01-08,3-MEDIUM,"Clerk#000000895",0,"osits. bold, ironic accounts nag among the quick pains"
432832,7340,O,30314.43,1995-08-12,1-URGENT,"Clerk#000000829",0,"ironic, final dependencies boost a"
432833,1216,O,315923.82,1995-11-16,3-MEDIUM,"Clerk#000000463",0," requests. even packages cajole bold, even ideas. evenly ironic dolphi"
432834,5623,O,181872.48,1997-05-23,2-HIGH,"Clerk#000000189",0,usual deposits integrate. fluffily final deposits sleep furiously against the
432835,386,O,156641.06,1997-04-13,5-LOW,"Clerk#000000052",0,ests haggle according to the carefully final pinto
432836,6547,O,146474.29,1996-07-03,1-URGENT,"Clerk#000000239",0, to the carefully special accounts. carefully
432837,3611,F,142187.75,1994-04-10,3-MEDIUM,"Clerk#000000322",0,al deposits haggle slyly according
432838,11204,F,76687.54,1993-09-15,1-URGENT,"Clerk#000000437",0,en instructions. final deposits after the carefully silent deposi
432839,9466,F,102024.16,1995-01-04,3-MEDIUM,"Clerk#000000423",0,ccounts are along the unusual packages. special accounts are
432864,3937,O,61206.88,1997-03-05,4-NOT SPECIFIED,"Clerk#000000906",0,uests grow fluffily. slyly pending deposits sleep always at t
432865,4868,O,30012.22,1998-06-16,4-NOT SPECIFIED,"Clerk#000000411",0,"nic, bold pearls. quickly "
432866,8408,O,43333.34,1995-12-25,5-LOW,"Clerk#000000637",0,ly bold ideas on the fluffily pending
432867,916,F,125712.13,1992-11-02,1-URGENT,"Clerk#000000089",0, among the quickly final accounts. special packages wake carefully. r
432868,5212,F,90463.34,1992-12-09,1-URGENT,"Clerk#000000765",0,"gular, unusual packages cajole fina"
432869,7745,O,202950.65,1996-03-04,3-MEDIUM,"Clerk#000000198",0,"usly regular platelets-- special, e"
432870,13609,O,213191.67,1995-06-08,1-URGENT,"Clerk#000000259",0,ully express instructions. carefully special 
432871,6691,F,247350.22,1994-12-30,4-NOT SPECIFIED,"Clerk#000000694",0, haggle sometimes acros
432896,7513,F,39345.63,1992-11-01,4-NOT SPECIFIED,"Clerk#000000061",0,"lar, enticing account"
432897,2993,O,106348.05,1998-04-05,2-HIGH,"Clerk#000000727",0,uickly bold accounts according to the ir
432898,2204,F,185450.27,1993-10-15,5-LOW,"Clerk#000000925",0,lly silent instructions sleep furiously. furiously
432899,5813,F,190503.60,1992-11-25,4-NOT SPECIFIED,"Clerk#000000656",0,es. quickly sly dependencies sleep carefully final Tire
432900,9268,O,253223.90,1997-09-30,1-URGENT,"Clerk#000000138",0, blithely alongside of the regular pinto beans. 
432901,3313,O,10664.94,1998-06-18,2-HIGH,"Clerk#000000562",0,stealthily silent deposits ca
432902,8204,F,93266.75,1992-11-11,3-MEDIUM,"Clerk#000000245",0,ermanently final excuses sleep quickly across the 
432903,3785,F,106669.28,1992-09-18,3-MEDIUM,"Clerk#000000901",0,iously even deposits. carefully pending packages across the grouches hagg
432928,3682,O,70287.66,1995-11-15,4-NOT SPECIFIED,"Clerk#000000854",0,use against the sile
432929,3427,F,65486.10,1994-11-07,4-NOT SPECIFIED,"Clerk#000000187",0, serve slyly according to
432930,47,F,17407.20,1993-09-21,1-URGENT,"Clerk#000000846",0,y. dogged excuses after the pinto beans x-ray at the carefully even excuse
432931,2083,F,106412.30,1994-01-08,1-URGENT,"Clerk#000000610",0,lly special foxes beside the slyly unusual requests wake fluf
432932,12787,O,85000.47,1996-01-03,1-URGENT,"Clerk#000000545",0," unusual accounts are. bold, ironic requests integrate fluffily. regular acc"
432933,4804,O,135577.85,1995-08-31,2-HIGH,"Clerk#000000462",0,"ns. special, express asympto"
432934,9898,F,340580.15,1994-12-21,2-HIGH,"Clerk#000000573",0,nt requests. never even asymptot
432935,5545,O,140176.61,1997-02-25,1-URGENT,"Clerk#000000726",0,yly bold gifts. quickly special 
432960,14428,O,88519.36,1996-10-30,5-LOW,"Clerk#000000185",0,ly ironic dependencies are slyly. blithely fi
432961,6160,F,260275.77,1994-12-10,5-LOW,"Clerk#000000961",0,nt packages. blithely final platelets instead of the flu
432962,179,F,259573.57,1992-10-11,3-MEDIUM,"Clerk#000000803",0, affix quickly. final theodolites are after the quickly thin acco
432963,13469,F,242299.45,1992-08-24,1-URGENT,"Clerk#000000755",0,. blithely ironic deposits cajo
432964,14869,O,97260.04,1995-06-26,4-NOT SPECIFIED,"Clerk#000000301",0,"nic foxes. final, ironic packages boost slyly regular courts. fluffily bold re"
432965,12452,O,179991.29,1996-05-25,2-HIGH,"Clerk#000000689",0,onic instructions haggle furiously unusual pack
432966,10588,O,46657.17,1997-06-24,1-URGENT,"Clerk#000000475",0,ntegrate. final theodolites wake carefully above the ironically unusual foxe
432967,4169,F,196599.43,1992-11-21,3-MEDIUM,"Clerk#000000330",0,"s? regular foxes affix regular, unusual escapades. fluffily final p"
432992,4891,O,78200.64,1998-05-15,5-LOW,"Clerk#000000783",0,lar dependencies against the furiously 
432993,3076,O,29710.69,1995-09-24,5-LOW,"Clerk#000000213",0,instructions. final pinto beans against
432994,13591,F,169890.02,1993-05-06,3-MEDIUM,"Clerk#000000303",0,ular dinos sleep furi
432995,13918,F,114233.25,1993-09-17,5-LOW,"Clerk#000000565",0,egular accounts according to the deposits would cajole unusual de
432996,12820,O,114129.52,1996-10-16,5-LOW,"Clerk#000000364",0,even ideas maintain furiously special instructions. carefully regular co
432997,907,F,131423.85,1992-07-31,5-LOW,"Clerk#000000850",0,nt excuses. pinto beans integr
432998,14638,F,68173.80,1994-05-05,5-LOW,"Clerk#000001000",0,. slyly quiet instructions sleep carefully furiously exp
432999,7691,F,92650.06,1992-08-04,3-MEDIUM,"Clerk#000000407",0,d the ironic ideas. blithely regular dolphins ar
433024,9052,O,186245.35,1996-03-16,4-NOT SPECIFIED,"Clerk#000000901",0,ts wake. carefully ironic accounts snooze quickly about the blit
433025,842,O,74880.15,1996-09-30,5-LOW,"Clerk#000000286",0,deposits integrate blit
433026,1526,F,71485.76,1994-06-27,3-MEDIUM,"Clerk#000000879",0,ost about the quickly fina
433027,820,F,100525.72,1992-04-23,1-URGENT,"Clerk#000000650",0,gular deposits. carefully speci
433028,13510,F,122110.05,1995-03-16,3-MEDIUM,"Clerk#000000363",0,ly. quickly busy theodolites according to the dolphins detec
433029,8767,F,91050.52,1995-03-09,4-NOT SPECIFIED,"Clerk#000000039",0,even ideas boost ironic
433030,13376,O,12116.34,1995-04-02,5-LOW,"Clerk#000000383",0, pending deposits haggle furiously final depen
433031,11332,F,142029.41,1994-09-26,5-LOW,"Clerk#000000221",0,s cajole around the furiously pending packages-- blithely pending accounts de
433056,10033,O,164433.25,1996-02-06,5-LOW,"Clerk#000000992",0,"s. blithely even notornis integrate. quickly express packages use express, f"
433057,11303,O,44564.18,1998-01-28,4-NOT SPECIFIED,"Clerk#000000838",0,"nts wake against the slow, "
433058,9128,O,103132.00,1997-03-19,2-HIGH,"Clerk#000000048",0,"above the final, final requests kindle carefully among the pending accounts"
433059,1450,O,192455.73,1996-12-19,2-HIGH,"Clerk#000000496",0,ackages sleep furio
433060,11137,O,117168.71,1997-03-09,5-LOW,"Clerk#000000749",0,quests. regular dependencies ab
433061,5254,O,132803.54,1998-02-23,4-NOT SPECIFIED,"Clerk#000000102",0,alongside of the furiously even deposits boost furiously final theodolites. ne
433062,10807,O,166556.17,1995-09-04,2-HIGH,"Clerk#000000211",0, quickly regular requests use. unusual pac
433063,2716,F,221954.23,1995-01-20,3-MEDIUM,"Clerk#000000784",0,fix doggedly. packages thrash.
433088,4093,O,122700.26,1998-06-30,1-URGENT,"Clerk#000000618",0,s? express waters after t
433089,9004,O,89258.49,1997-05-08,1-URGENT,"Clerk#000000780",0,"oss the regular, regular dependencies haggle blithely even"
433090,4561,O,20297.60,1997-02-26,2-HIGH,"Clerk#000000254",0,ully bold accounts across the even dugo
433091,3505,F,105440.05,1992-10-25,2-HIGH,"Clerk#000000615",0,"the idly even packages! regular, special accounts may thrash slyl"
433092,808,F,77967.33,1993-11-17,1-URGENT,"Clerk#000000817",0,ackages. packages are slyly about the packag
433093,3457,F,150044.14,1994-10-12,4-NOT SPECIFIED,"Clerk#000000555",0,oss the quickly regul
433094,5570,F,65162.40,1993-01-12,4-NOT SPECIFIED,"Clerk#000000458",0,ronic accounts. fluffily final requests after
433095,9809,F,130808.38,1993-11-05,5-LOW,"Clerk#000000549",0, multipliers wake-- quickly final packages use furiously according to the ca
433120,14866,O,190551.53,1997-11-02,5-LOW,"Clerk#000000393",0,y furious instructions use. slyly express foxes solve fluffily around t
433121,8909,F,71257.76,1994-04-17,3-MEDIUM,"Clerk#000000081",0,pinto beans. excuses use bravel
433122,12124,O,12725.54,1995-05-22,2-HIGH,"Clerk#000000714",0,ic accounts. slyly ironic platelets wake blithely express dependencies
433123,6541,O,167380.54,1997-07-22,4-NOT SPECIFIED,"Clerk#000000901",0,integrate carefully. slyly pending theodolites above the furiously re
433124,8998,O,92137.18,1996-10-07,5-LOW,"Clerk#000000478",0,ests about the carefull
433125,3308,O,192492.65,1996-11-23,2-HIGH,"Clerk#000000099",0,"venly unusual, final accounts. s"
433126,5320,F,264533.25,1993-12-12,2-HIGH,"Clerk#000000979",0,uickly regular deposits was furiously. unusual accounts affix blithely abo
433127,161,O,144783.21,1996-03-09,5-LOW,"Clerk#000000958",0, around the carefully unusua
433152,13136,F,30379.95,1992-10-10,5-LOW,"Clerk#000000332",0,sleep regular courts. quickly bold package
433153,11044,O,100576.07,1996-09-30,5-LOW,"Clerk#000000979",0,ly special instruction
433154,14683,F,167286.34,1994-11-03,2-HIGH,"Clerk#000000784",0," accounts-- carefully silent accounts nag finally regular,"
433155,9220,F,57107.32,1992-02-27,3-MEDIUM,"Clerk#000000072",0,detect furiously across the requests. quickly ironic packages cajole blithely 
433156,4825,O,119004.21,1996-09-12,5-LOW,"Clerk#000000322",0,tes haggle silent requests. f
433157,12310,F,232071.32,1994-04-08,2-HIGH,"Clerk#000000311",0,"blithely regular asymptotes. express, regular asymptotes doze furiously"
433158,13744,F,149254.67,1994-09-14,5-LOW,"Clerk#000000415",0,y around the quickly final deposits. carefu
433159,9331,O,183434.03,1996-12-01,2-HIGH,"Clerk#000000464",0,dle packages. carefully idle ideas above the furi
433184,3802,F,118037.35,1993-02-26,5-LOW,"Clerk#000000738",0,s haggle carefully carefully even pinto beans. deposits sleep carefully pendin
433185,1265,F,160728.36,1994-01-30,3-MEDIUM,"Clerk#000000940",0,ve the slyly unusual accounts. unusual theodolites cajole quickly express 
433186,4681,O,100198.97,1998-07-03,3-MEDIUM,"Clerk#000000691",0,". unusual, ironic re"
433187,8278,F,187292.80,1994-10-26,3-MEDIUM,"Clerk#000000092",0,g the silently even ideas. furiously unusual i
433188,553,F,176523.65,1993-08-25,4-NOT SPECIFIED,"Clerk#000000154",0,riously unusual dependenc
433189,11077,F,49707.29,1993-03-16,5-LOW,"Clerk#000000584",0,ly special excuses. 
433190,1526,O,154757.90,1995-08-21,1-URGENT,"Clerk#000000195",0,"serve blithely. silent, ironic orbits haggle. slyly final req"
433191,8512,F,55354.90,1992-12-08,2-HIGH,"Clerk#000000032",0,furiously carefully final theodolites.
433216,13712,O,370408.05,1996-01-29,1-URGENT,"Clerk#000000954",0,"wly quiet, final packages. slyly special deposits sleep against the ste"
433217,9347,O,251983.35,1995-11-05,5-LOW,"Clerk#000000067",0,s are across the courts. fluffily special 
433218,14125,F,271487.56,1992-07-21,1-URGENT,"Clerk#000000747",0,eposits. pearls are furiously daringly bo
433219,4930,F,130372.10,1993-11-29,2-HIGH,"Clerk#000000764",0,"y unusual, regular asymptotes. iron"
433220,14542,F,94873.29,1993-04-22,5-LOW,"Clerk#000000120",0,unusual deposits cajole above the special
433221,5281,F,260292.28,1992-10-30,5-LOW,"Clerk#000000504",0,ainst the carefully express packages. gifts wake. carefully bold p
433222,3287,F,120356.29,1994-10-13,1-URGENT,"Clerk#000000640",0,"sual, bold deposits after"
433223,14905,F,327420.00,1995-02-07,4-NOT SPECIFIED,"Clerk#000000398",0,ely regular dependencies. evenly unusual ideas cajole sly
433248,7417,F,214769.89,1993-03-24,4-NOT SPECIFIED,"Clerk#000000208",0,nal dugouts. fluffily special packages s
433249,4858,O,199188.35,1996-07-15,5-LOW,"Clerk#000000074",0,cajole blithely. carefully bold deposits serve caref
433250,7174,F,131173.79,1994-08-17,1-URGENT,"Clerk#000000672",0," requests. ironic instructions sublate into the requests. even, even instruc"
433251,2779,O,138548.09,1996-10-06,3-MEDIUM,"Clerk#000000572",0,iously across the quickly ironic accounts. excuses 
433252,9155,O,52913.48,1996-08-04,5-LOW,"Clerk#000000368",0, carefully after th
433253,10108,F,111750.48,1995-02-23,1-URGENT,"Clerk#000000926",0, ideas sleep carefully above the b
433254,13639,F,42953.88,1994-02-02,3-MEDIUM,"Clerk#000000654",0,; quickly express instructions wake furiously around the dependencies. excus
433255,4454,F,248609.89,1995-02-13,2-HIGH,"Clerk#000000006",0, against the quickly fin
433280,7162,O,80402.38,1997-01-12,5-LOW,"Clerk#000000838",0,sits. blithely ironic theodolites sleep. even platelets around 
433281,8113,O,199278.85,1997-02-26,5-LOW,"Clerk#000000927",0,ly final ideas sleep abov
433282,3134,O,35667.34,1996-05-19,5-LOW,"Clerk#000000253",0,uctions cajole furiously pendi
433283,6337,O,159724.51,1997-04-20,3-MEDIUM,"Clerk#000000217",0,fluffily ironic instructions across the quickly per
433284,11596,O,99883.98,1996-03-11,1-URGENT,"Clerk#000000900",0,xpress courts boost slyly final pinto beans. accounts above the carefully sly 
433285,4327,O,59179.45,1995-10-14,3-MEDIUM,"Clerk#000000749",0,ithely around the slyly 
